Lincoln 1700 N 10th,2020-07-23 14:00:00 CDT,90°F,72°F,56%,84°F,606W/m^2,11MPH,SSW,1014mb,97°F,,0.00"
Lincoln 5700 S 27th,2020-07-23 14:00:00 CDT,89°F,74°F,61%,85°F,938W/m^2,5MPH,S,1014mb,99°F,,0.00"
Lincoln 9100 S 78th,2020-07-23 14:00:00 CDT,89°F,72°F,58%,84°F,992W/m^2,11MPH,SSE,1014mb,96°F,,0.00"
Long Pine 20S,2020-07-23 14:00:00 CDT,87°F,70°F,58%,86°F,447W/m^2,20MPH,SSE,1008mb,92°F,,0.00"
Memphis 4N,2020-07-23 14:00:00 CDT,89°F,73°F,61%,86°F,608W/m^2,13MPH,S,1014mb,97°F,,0.00"
Memphis 5N,2020-07-23 14:00:00 CDT,87°F,75°F,68%,83°F,987W/m^2,10MPH,SSE,1014mb,97°F,,0.00"
Merna 2SW,2020-07-23 14:00:00 CDT,85°F,72°F,65%,77°F,985W/m^2,11MPH,SSE,1010mb,92°F,,0.00"
Mullen 30N,2020-07-23 13:00:00 MDT,84°F,65°F,53%,74°F,352W/m^2,15MPH,S,,86°F,,0.00"
Naper 12SW,2020-07-23 14:00:00 CDT,87°F,72°F,62%,88°F,462W/m^2,16MPH,SSE,1008mb,94°F,,0.00"
Nebraska City 3NW,2020-07-23 14:00:00 CDT,87°F,76°F,71%,85°F,446W/m^2,4MPH,SSE,1015mb,97°F,,0.00"
North Platte 3SW Beta,2020-07-23 14:00:00 CDT,89°F,66°F,47%,83°F,209W/m^2,13MPH,S,1008mb,92°F,,0.00"
Oakland 4W,2020-07-23 14:00:00 CDT,84°F,75°F,75%,82°F,885W/m^2,11MPH,SE,1014mb,92°F,,0.00"
Ord 2N,2020-07-23 14:00:00 CDT,87°F,73°F,62%,85°F,449W/m^2,17MPH,S,1011mb,94°F,,0.00"
Oshkosh 6N,2020-07-23 13:00:00 MDT,94°F,57°F,29%,96°F,918W/m^2,6MPH,WSW,1004mb,93°F,,0.00"
Overton 6SE,2020-07-23 14:00:00 CDT,86°F,73°F,64%,80°F,892W/m^2,17MPH,SSE,1011mb,94°F,,0.00"
Pierce 2SW,2020-07-23 14:00:00 CDT,87°F,74°F,65%,83°F,972W/m^2,12MPH,S,1012mb,96°F,,0.00"
Plattsmouth 2SE,2020-07-23 14:00:00 CDT,86°F,75°F,69%,86°F,912W/m^2,8MPH,SSE,1015mb,95°F,,0.00"
Plymouth 4E,2020-07-23 14:00:00 CDT,87°F,74°F,65%,83°F,932W/m^2,9MPH,S,1014mb,96°F,,0.00"
Ragan 5W,2020-07-23 14:00:00 CDT,87°F,72°F,62%,82°F,484W/m^2,14MPH,SSE,1012mb,93°F,,0.00"
Rulo 5SW,2020-07-23 14:00:00 CDT,88°F,78°F,73%,85°F,902W/m^2,5MPH,ESE,1016mb,102°F,,0.00"
Scottsbluff 2NW,2020-07-23 13:00:00 MDT,91°F,52°F,27%,80°F,922W/m^2,6MPH,SW,1004mb,88°F,,0.00"
Scottsbluff 6NW,2020-07-23 13:00:00 MDT,90°F,55°F,31%,84°F,936W/m^2,4MPH,SSW,1005mb,88°F,,0.00"
Shelton 2SW,2020-07-23 14:00:00 CDT,87°F,76°F,70%,87°F,763W/m^2,9MPH,S,1013mb,96°F,,0.00"
Sidney 2NW,2020-07-23 13:00:00 MDT,93°F,48°F,21%,79°F,1070W/m^2,8MPH,SSE,1005mb,90°F,,0.00"
Smithfield 2E,2020-07-23 14:00:00 CDT,85°F,72°F,66%,81°F,492W/m^2,12MPH,S,1012mb,90°F,,0.00"
Sparks 5NE,2020-07-23 14:00:00 CDT,90°F,71°F,54%,77°F,582W/m^2,16MPH,S,1006mb,96°F,,0.00"
Walton 5NW,2020-07-23 14:00:00 CDT,88°F,75°F,64%,82°F,875W/m^2,8MPH,SSE,1014mb,98°F,,0.00"
West Point 2W,2020-07-23 14:00:00 CDT,86°F,76°F,72%,80°F,919W/m^2,12MPH,S,1013mb,97°F,,0.00"
Whitman 5NE,2020-07-23 13:00:00 MDT,84°F,62°F,47%,73°F,344W/m^2,14MPH,S,1008mb,85°F,,0.00"
Winslow 6E,2020-07-23 14:00:00 CDT,86°F,76°F,73%,77°F,911W/m^2,15MPH,S,1014mb,96°F,,0.00"
Wood River 5SE,2020-07-23 14:00:00 CDT,86°F,74°F,66%,86°F,969W/m^2,13MPH,S,1012mb,94°F,,0.00"
York 2W,2020-07-23 14:00:00 CDT,87°F,75°F,68%,84°F,956W/m^2,7MPH,SSE,1013mb,96°F,,0.00"
Ainsworth 2NE,2020-07-23 15:00:00 CDT,86°F,70°F,58%,88°F,393W/m^2,12MPH,S,1008mb,91°F,,0.00"
Alda 3W,2020-07-23 15:00:00 CDT,86°F,75°F,69%,89°F,492W/m^2,8MPH,SSE,1012mb,95°F,,0.00"
Alliance 6NW,2020-07-23 14:00:00 MDT,91°F,48°F,23%,82°F,901W/m^2,13MPH,SSW,1004mb,87°F,,0.00"
Arthur 8S,2020-07-23 14:00:00 MDT,91°F,63°F,40%,88°F,421W/m^2,18MPH,SSW,1006mb,92°F,,0.00"
Axtell 5NE,2020-07-23 15:00:00 CDT,85°F,74°F,70%,85°F,450W/m^2,7MPH,SSE,1012mb,93°F,,0.00"
Big Springs 8NE,2020-07-23 14:00:00 MDT,91°F,61°F,37%,84°F,542W/m^2,14MPH,SSE,1006mb,91°F,,0.00"
Broadwater 7N,2020-07-23 14:00:00 MDT,93°F,50°F,23%,94°F,469W/m^2,11MPH,SSW,1004mb,90°F,,0.00"
Brule 6SW,2020-07-23 14:00:00 MDT,91°F,66°F,44%,90°F,1071W/m^2,8MPH,SSE,1007mb,93°F,,0.00"
Central City 3W,2020-07-23 15:00:00 CDT,88°F,74°F,64%,91°F,946W/m^2,12MPH,S,1012mb,97°F,,0.00"
Champion 5SE,2020-07-23 14:00:00 MDT,91°F,66°F,44%,80°F,762W/m^2,13MPH,SE,1007mb,94°F,,0.00"
Concord 2E,2020-07-23 15:00:00 CDT,86°F,74°F,69%,82°F,743W/m^2,11MPH,S,1013mb,94°F,,0.00"
Cozad 8N,2020-07-23 15:00:00 CDT,84°F,72°F,67%,80°F,413W/m^2,9MPH,SSE,1010mb,90°F,,0.00"
Curtis 1N,2020-07-23 15:00:00 CDT,88°F,68°F,52%,83°F,354W/m^2,13MPH,S,1009mb,92°F,,0.00"
Decatur 7S,2020-07-23 15:00:00 CDT,84°F,74°F,71%,81°F,674W/m^2,13MPH,S,1013mb,91°F,,0.00"
Dickens 1NE,2020-07-23 15:00:00 CDT,88°F,67°F,50%,86°F,844W/m^2,17MPH,SSE,1009mb,91°F,,0.00"
Dunning 6NW,2020-07-23 15:00:00 CDT,88°F,68°F,52%,80°F,433W/m^2,19MPH,S,1008mb,92°F,,0.00"
Eagle 3NW Beta,2020-07-23 15:00:00 CDT,88°F,75°F,66%,83°F,294W/m^2,7MPH,S,1014mb,97°F,,0.00"
Elgin 6W,2020-07-23 15:00:00 CDT,86°F,76°F,72%,87°F,793W/m^2,10MPH,SSE,1011mb,97°F,,0.00"
Emmet 2E,2020-07-23 15:00:00 CDT,89°F,72°F,58%,94°F,780W/m^2,18MPH,SSE,1008mb,97°F,,0.00"
Firth 3N,2020-07-23 15:00:00 CDT,88°F,74°F,63%,82°F,845W/m^2,8MPH,SSE,1014mb,96°F,,0.00"
Fordyce 4N,2020-07-23 15:00:00 CDT,89°F,74°F,61%,87°F,430W/m^2,15MPH,SSE,1012mb,99°F,,0.00"
Gordon 4SE,2020-07-23 14:00:00 MDT,93°F,62°F,36%,81°F,919W/m^2,13MPH,SSW,1003mb,94°F,,0.00"
Gothenburg 2NW,2020-07-23 15:00:00 CDT,87°F,70°F,57%,85°F,680W/m^2,16MPH,S,1009mb,92°F,,0.00"
Grant 1E,2020-07-23 14:00:00 MDT,91°F,65°F,43%,83°F,821W/m^2,14MPH,SSE,1006mb,93°F,,0.00"
Guide Rock 3E,2020-07-23 15:00:00 CDT,88°F,74°F,64%,82°F,388W/m^2,12MPH,S,1013mb,97°F,,0.00"
Harrison 4NW,2020-07-23 14:00:00 MDT,89°F,49°F,25%,84°F,929W/m^2,6MPH,SSW,1002mb,86°F,,0.00"
Harvard 4SW,2020-07-23 15:00:00 CDT,85°F,74°F,69%,86°F,464W/m^2,10MPH,SSE,1013mb,93°F,,0.00"
Hayes Center 3N,2020-07-23 15:00:00 CDT,89°F,68°F,49%,84°F,640W/m^2,15MPH,SSE,1008mb,93°F,,0.00"
Holdrege 5N,2020-07-23 15:00:00 CDT,86°F,74°F,68%,83°F,704W/m^2,11MPH,SSE,1011mb,93°F,,0.00"
Indianola 8SW,2020-07-23 15:00:00 CDT,90°F,69°F,51%,86°F,1102W/m^2,16MPH,S,1009mb,95°F,,0.00"
Kearney 3E,2020-07-23 15:00:00 CDT,87°F,74°F,66%,87°F,508W/m^2,13MPH,SSE,1011mb,95°F,,0.00"
Keystone 4W,2020-07-23 14:00:00 MDT,92°F,64°F,40%,82°F,974W/m^2,15MPH,SSE,1006mb,94°F,,0.00"
Leigh 1W,2020-07-23 15:00:00 CDT,87°F,74°F,65%,83°F,865W/m^2,17MPH,SSE,1013mb,95°F,,0.00"
Lexington 4S,2020-07-23 15:00:00 CDT,87°F,71°F,60%,85°F,1089W/m^2,15MPH,SSE,1010mb,92°F,,0.00"
Lincoln 1500 N 45th,2020-07-23 15:00:00 CDT,90°F,73°F,57%,89°F,863W/m^2,7MPH,SSE,1014mb,98°F,,0.00"
Lincoln 1700 N 10th,2020-07-23 15:00:00 CDT,90°F,72°F,55%,87°F,868W/m^2,7MPH,S,1014mb,97°F,,0.00"
Lincoln 5700 S 27th,2020-07-23 15:00:00 CDT,89°F,74°F,60%,88°F,1002W/m^2,5MPH,S,1014mb,98°F,,0.00"
Lincoln 9100 S 78th,2020-07-23 15:00:00 CDT,89°F,72°F,57%,86°F,993W/m^2,13MPH,SSE,1014mb,96°F,,0.00"
Long Pine 20S,2020-07-23 15:00:00 CDT,87°F,68°F,54%,88°F,492W/m^2,22MPH,SSE,1008mb,91°F,,0.00"
Memphis 4N,2020-07-23 15:00:00 CDT,90°F,76°F,64%,89°F,787W/m^2,10MPH,SSE,1014mb,101°F,,0.00"
Memphis 5N,2020-07-23 15:00:00 CDT,89°F,75°F,64%,86°F,1122W/m^2,9MPH,S,1013mb,99°F,,0.00"
Merna 2SW,2020-07-23 15:00:00 CDT,85°F,71°F,64%,77°F,805W/m^2,10MPH,SSE,1010mb,90°F,,0.00"
Mullen 30N,2020-07-23 14:00:00 MDT,87°F,67°F,51%,74°F,386W/m^2,10MPH,S,,89°F,,0.00"
Naper 12SW,2020-07-23 15:00:00 CDT,87°F,71°F,60%,90°F,265W/m^2,11MPH,S,1008mb,92°F,,0.00"
Nebraska City 3NW,2020-07-23 15:00:00 CDT,88°F,75°F,67%,87°F,860W/m^2,9MPH,S,1015mb,98°F,,0.00"
North Platte 3SW Beta,2020-07-23 15:00:00 CDT,88°F,67°F,50%,84°F,294W/m^2,12MPH,SSE,1008mb,91°F,,0.00"
Oakland 4W,2020-07-23 15:00:00 CDT,88°F,77°F,70%,84°F,832W/m^2,11MPH,SE,1013mb,101°F,,0.00"
Ord 2N,2020-07-23 15:00:00 CDT,87°F,73°F,64%,86°F,457W/m^2,14MPH,SSE,1011mb,95°F,,0.00"
Oshkosh 6N,2020-07-23 14:00:00 MDT,97°F,49°F,20%,100°F,1128W/m^2,17MPH,SSW,1003mb,93°F,,0.00"
Overton 6SE,2020-07-23 15:00:00 CDT,87°F,74°F,66%,82°F,622W/m^2,11MPH,SSE,1011mb,95°F,,0.00"
Pierce 2SW,2020-07-23 15:00:00 CDT,88°F,74°F,63%,85°F,976W/m^2,18MPH,SSE,1011mb,97°F,,0.00"
Plattsmouth 2SE,2020-07-23 15:00:00 CDT,87°F,76°F,70%,88°F,802W/m^2,8MPH,SSE,1015mb,97°F,,0.00"
Plymouth 4E,2020-07-23 15:00:00 CDT,87°F,75°F,66%,85°F,631W/m^2,11MPH,SSE,1013mb,97°F,,0.00"
Ragan 5W,2020-07-23 15:00:00 CDT,86°F,71°F,62%,82°F,374W/m^2,14MPH,SSE,1012mb,92°F,,0.00"
Rulo 5SW,2020-07-23 15:00:00 CDT,89°F,79°F,73%,87°F,908W/m^2,5MPH,S,1015mb,103°F,,0.00"
Scottsbluff 2NW,2020-07-23 14:00:00 MDT,93°F,53°F,26%,81°F,964W/m^2,5MPH,SE,1003mb,90°F,,0.00"
Scottsbluff 6NW,2020-07-23 14:00:00 MDT,92°F,54°F,27%,85°F,900W/m^2,2MPH,SSE,1004mb,90°F,,0.00"
Shelton 2SW,2020-07-23 15:00:00 CDT,87°F,74°F,66%,89°F,903W/m^2,10MPH,S,1012mb,95°F,,0.00"
Sidney 2NW,2020-07-23 14:00:00 MDT,91°F,48°F,23%,82°F,447W/m^2,8MPH,SSE,,88°F,,0.00"
Smithfield 2E,2020-07-23 15:00:00 CDT,86°F,71°F,62%,82°F,791W/m^2,15MPH,S,1011mb,91°F,,0.00"
Sparks 5NE,2020-07-23 15:00:00 CDT,88°F,70°F,55%,79°F,356W/m^2,15MPH,S,1006mb,94°F,,0.00"
Walton 5NW,2020-07-23 15:00:00 CDT,89°F,72°F,57%,84°F,840W/m^2,14MPH,SSE,1014mb,97°F,,0.00"
West Point 2W,2020-07-23 15:00:00 CDT,88°F,75°F,67%,81°F,872W/m^2,13MPH,SSE,1013mb,98°F,,0.00"
Whitman 5NE,2020-07-23 14:00:00 MDT,87°F,64°F,46%,74°F,416W/m^2,15MPH,S,1007mb,88°F,,0.00"
Winslow 6E,2020-07-23 15:00:00 CDT,86°F,75°F,70%,79°F,623W/m^2,11MPH,SSE,1014mb,96°F,,0.00"
Wood River 5SE,2020-07-23 15:00:00 CDT,87°F,74°F,67%,88°F,1057W/m^2,13MPH,S,1012mb,95°F,,0.00"
York 2W,2020-07-23 15:00:00 CDT,87°F,75°F,67%,86°F,358W/m^2,6MPH,SSE,1013mb,97°F,,0.00"
Ainsworth 2NE,2020-07-23 16:00:00 CDT,87°F,71°F,60%,88°F,798W/m^2,13MPH,S,1008mb,93°F,,0.00"
Alda 3W,2020-07-23 16:00:00 CDT,87°F,73°F,65%,90°F,500W/m^2,10MPH,SSE,1012mb,94°F,,0.00"
Alliance 6NW,2020-07-23 15:00:00 MDT,92°F,52°F,26%,84°F,855W/m^2,13MPH,S,1004mb,89°F,,0.00"
Arthur 8S,2020-07-23 15:00:00 MDT,92°F,58°F,32%,89°F,903W/m^2,20MPH,S,1006mb,91°F,,0.00"
Axtell 5NE,2020-07-23 16:00:00 CDT,85°F,74°F,70%,86°F,332W/m^2,9MPH,SSE,1012mb,92°F,,0.00"
Big Springs 8NE,2020-07-23 15:00:00 MDT,91°F,62°F,38%,85°F,904W/m^2,17MPH,SSE,1006mb,91°F,,0.00"
Broadwater 7N,2020-07-23 15:00:00 MDT,92°F,48°F,22%,96°F,401W/m^2,6MPH,S,1004mb,89°F,,0.00"
Brule 6SW,2020-07-23 15:00:00 MDT,86°F,64°F,47%,93°F,294W/m^2,9MPH,SE,1008mb,87°F,,0.00"
Central City 3W,2020-07-23 16:00:00 CDT,86°F,75°F,71%,92°F,383W/m^2,11MPH,SSE,1012mb,94°F,,0.00"
Champion 5SE,2020-07-23 15:00:00 MDT,91°F,63°F,40%,81°F,413W/m^2,13MPH,SSE,1007mb,92°F,,0.00"
Concord 2E,2020-07-23 16:00:00 CDT,87°F,76°F,69%,84°F,647W/m^2,13MPH,SSE,1013mb,98°F,,0.00"
Cozad 8N,2020-07-23 16:00:00 CDT,87°F,73°F,64%,82°F,883W/m^2,12MPH,S,1009mb,94°F,,0.00"
Curtis 1N,2020-07-23 16:00:00 CDT,89°F,66°F,47%,84°F,299W/m^2,15MPH,S,1009mb,92°F,,0.00"
Decatur 7S,2020-07-23 16:00:00 CDT,87°F,75°F,66%,83°F,868W/m^2,12MPH,SSE,1012mb,97°F,,0.00"
Dickens 1NE,2020-07-23 16:00:00 CDT,89°F,67°F,49%,88°F,534W/m^2,13MPH,SSE,1008mb,92°F,,0.00"
Dunning 6NW,2020-07-23 16:00:00 CDT,90°F,68°F,49%,82°F,837W/m^2,21MPH,S,1008mb,93°F,,0.00"
Eagle 3NW Beta,2020-07-23 16:00:00 CDT,89°F,75°F,63%,85°F,875W/m^2,7MPH,S,1013mb,99°F,,0.00"
Elgin 6W,2020-07-23 16:00:00 CDT,86°F,76°F,71%,88°F,399W/m^2,9MPH,S,1011mb,97°F,,0.00"
Emmet 2E,2020-07-23 16:00:00 CDT,90°F,73°F,57%,95°F,629W/m^2,10MPH,SSE,1007mb,98°F,,0.00"
Firth 3N,2020-07-23 16:00:00 CDT,88°F,75°F,65%,83°F,815W/m^2,7MPH,S,1014mb,98°F,,0.00"
Fordyce 4N,2020-07-23 16:00:00 CDT,89°F,75°F,63%,88°F,501W/m^2,16MPH,SE,1011mb,98°F,,0.00"
Gordon 4SE,2020-07-23 15:00:00 MDT,95°F,56°F,27%,84°F,849W/m^2,20MPH,SSW,1002mb,93°F,,0.00"
Gothenburg 2NW,2020-07-23 16:00:00 CDT,89°F,70°F,54%,87°F,1045W/m^2,14MPH,S,1009mb,94°F,,0.00"
Grant 1E,2020-07-23 15:00:00 MDT,92°F,63°F,39%,84°F,539W/m^2,14MPH,SSE,1006mb,93°F,,0.00"
Guide Rock 3E,2020-07-23 16:00:00 CDT,87°F,74°F,66%,82°F,430W/m^2,8MPH,SSE,1013mb,95°F,,0.00"
Harrison 4NW,2020-07-23 15:00:00 MDT,88°F,47°F,24%,87°F,686W/m^2,13MPH,WSW,1002mb,85°F,,0.00"
Harvard 4SW,2020-07-23 16:00:00 CDT,86°F,74°F,69%,87°F,362W/m^2,11MPH,SSE,1012mb,93°F,,0.00"
Hayes Center 3N,2020-07-23 16:00:00 CDT,92°F,64°F,40%,85°F,860W/m^2,17MPH,SSE,1007mb,94°F,,0.00"
Holdrege 5N,2020-07-23 16:00:00 CDT,83°F,74°F,73%,84°F,341W/m^2,9MPH,SSE,1011mb,90°F,,0.00"
Indianola 8SW,2020-07-23 16:00:00 CDT,90°F,66°F,44%,88°F,856W/m^2,17MPH,SSE,1009mb,93°F,,0.00"
Kearney 3E,2020-07-23 16:00:00 CDT,87°F,72°F,62%,87°F,406W/m^2,13MPH,SSE,1011mb,94°F,,0.00"
Keystone 4W,2020-07-23 15:00:00 MDT,92°F,62°F,37%,84°F,880W/m^2,20MPH,SSE,1006mb,93°F,,0.00"
Leigh 1W,2020-07-23 16:00:00 CDT,87°F,75°F,67%,85°F,271W/m^2,14MPH,SSE,1012mb,96°F,,0.00"
Lexington 4S,2020-07-23 16:00:00 CDT,86°F,72°F,62%,86°F,676W/m^2,10MPH,SSE,1010mb,93°F,,0.00"
Lincoln 1500 N 45th,2020-07-23 16:00:00 CDT,89°F,72°F,56%,91°F,807W/m^2,6MPH,S,1013mb,96°F,,0.00"
Lincoln 1700 N 10th,2020-07-23 16:00:00 CDT,91°F,70°F,51%,89°F,843W/m^2,9MPH,S,1014mb,98°F,,0.00"
Lincoln 5700 S 27th,2020-07-23 16:00:00 CDT,89°F,72°F,57%,90°F,811W/m^2,8MPH,S,1014mb,97°F,,0.00"
Lincoln 9100 S 78th,2020-07-23 16:00:00 CDT,89°F,72°F,56%,88°F,446W/m^2,11MPH,SSE,1014mb,96°F,,0.00"
Long Pine 20S,2020-07-23 16:00:00 CDT,86°F,72°F,61%,89°F,378W/m^2,20MPH,S,1008mb,93°F,,0.00"
Memphis 4N,2020-07-23 16:00:00 CDT,88°F,76°F,67%,90°F,858W/m^2,10MPH,S,1014mb,99°F,,0.00"
Memphis 5N,2020-07-23 16:00:00 CDT,88°F,75°F,66%,88°F,543W/m^2,10MPH,SSE,1013mb,97°F,,0.00"
Merna 2SW,2020-07-23 16:00:00 CDT,84°F,71°F,66%,78°F,500W/m^2,10MPH,SSE,1010mb,88°F,,0.00"
Mullen 30N,2020-07-23 15:00:00 MDT,92°F,67°F,44%,75°F,839W/m^2,18MPH,SSW,,95°F,,0.00"
Naper 12SW,2020-07-23 16:00:00 CDT,87°F,70°F,57%,90°F,239W/m^2,12MPH,S,1008mb,93°F,,0.00"
Nebraska City 3NW,2020-07-23 16:00:00 CDT,89°F,77°F,68%,88°F,851W/m^2,4MPH,SE,1015mb,101°F,,0.00"
North Platte 3SW Beta,2020-07-23 16:00:00 CDT,91°F,64°F,40%,84°F,1024W/m^2,20MPH,S,1007mb,93°F,,0.00"
Oakland 4W,2020-07-23 16:00:00 CDT,88°F,76°F,68%,86°F,614W/m^2,14MPH,SSE,1013mb,100°F,,0.00"
Ord 2N,2020-07-23 16:00:00 CDT,89°F,72°F,56%,87°F,866W/m^2,20MPH,S,1010mb,96°F,,0.00"
Oshkosh 6N,2020-07-23 15:00:00 MDT,95°F,49°F,21%,100°F,563W/m^2,12MPH,S,1004mb,91°F,,0.00"
Overton 6SE,2020-07-23 16:00:00 CDT,86°F,73°F,65%,83°F,745W/m^2,13MPH,S,1011mb,93°F,,0.00"
Pierce 2SW,2020-07-23 16:00:00 CDT,87°F,74°F,64%,87°F,877W/m^2,15MPH,S,1011mb,95°F,,0.00"
Plattsmouth 2SE,2020-07-23 16:00:00 CDT,88°F,75°F,65%,90°F,785W/m^2,6MPH,SE,1015mb,97°F,,0.00"
Plymouth 4E,2020-07-23 16:00:00 CDT,87°F,74°F,65%,86°F,411W/m^2,10MPH,SSE,1013mb,96°F,,0.00"
Ragan 5W,2020-07-23 16:00:00 CDT,89°F,73°F,60%,83°F,613W/m^2,15MPH,S,1011mb,96°F,,0.00"
Rulo 5SW,2020-07-23 16:00:00 CDT,88°F,77°F,70%,88°F,783W/m^2,7MPH,SSE,1015mb,100°F,,0.00"
Scottsbluff 2NW,2020-07-23 15:00:00 MDT,94°F,50°F,22%,83°F,846W/m^2,3MPH,ESE,1002mb,91°F,,0.00"
Scottsbluff 6NW,2020-07-23 15:00:00 MDT,93°F,53°F,26%,87°F,825W/m^2,5MPH,SSE,1003mb,90°F,,0.00"
Shelton 2SW,2020-07-23 16:00:00 CDT,85°F,74°F,70%,90°F,450W/m^2,12MPH,SSE,1012mb,93°F,,0.00"
Sidney 2NW,2020-07-23 15:00:00 MDT,95°F,49°F,21%,84°F,1080W/m^2,14MPH,S,1003mb,92°F,,0.00"
Smithfield 2E,2020-07-23 16:00:00 CDT,87°F,72°F,61%,84°F,763W/m^2,11MPH,SSE,1011mb,94°F,,0.00"
Sparks 5NE,2020-07-23 16:00:00 CDT,87°F,70°F,58%,79°F,256W/m^2,10MPH,S,1007mb,93°F,,0.00"
Walton 5NW,2020-07-23 16:00:00 CDT,89°F,73°F,59%,86°F,758W/m^2,12MPH,SSE,1014mb,97°F,,0.00"
West Point 2W,2020-07-23 16:00:00 CDT,88°F,76°F,69%,83°F,804W/m^2,13MPH,SSE,1013mb,98°F,,0.00"
Whitman 5NE,2020-07-23 15:00:00 MDT,90°F,60°F,37%,76°F,253W/m^2,18MPH,SSE,1006mb,89°F,,0.00"
Winslow 6E,2020-07-23 16:00:00 CDT,85°F,75°F,72%,81°F,317W/m^2,10MPH,S,1014mb,94°F,,0.00"
Wood River 5SE,2020-07-23 16:00:00 CDT,85°F,73°F,67%,89°F,348W/m^2,10MPH,SSE,1012mb,92°F,,0.00"
York 2W,2020-07-23 16:00:00 CDT,86°F,74°F,68%,88°F,531W/m^2,5MPH,SSE,1013mb,95°F,,0.00"
Ainsworth 2NE,2020-07-23 17:00:00 CDT,86°F,72°F,64%,87°F,288W/m^2,14MPH,S,1008mb,92°F,,0.00"
Alda 3W,2020-07-23 17:00:00 CDT,85°F,75°F,71%,90°F,583W/m^2,7MPH,SE,1012mb,94°F,,0.00"
Alliance 6NW,2020-07-23 16:00:00 MDT,93°F,53°F,26%,86°F,689W/m^2,11MPH,S,1003mb,90°F,,0.00"
Arthur 8S,2020-07-23 16:00:00 MDT,91°F,64°F,41%,91°F,741W/m^2,18MPH,SSE,1006mb,92°F,,0.00"
Axtell 5NE,2020-07-23 17:00:00 CDT,85°F,74°F,69%,86°F,306W/m^2,8MPH,S,1011mb,93°F,,0.00"
Big Springs 8NE,2020-07-23 16:00:00 MDT,91°F,60°F,35%,86°F,725W/m^2,16MPH,S,1005mb,91°F,,0.00"
Broadwater 7N,2020-07-23 16:00:00 MDT,95°F,48°F,20%,96°F,517W/m^2,13MPH,SSW,1003mb,92°F,,0.00"
Brule 6SW,2020-07-23 16:00:00 MDT,88°F,63°F,44%,92°F,496W/m^2,10MPH,SSE,1007mb,89°F,,0.00"
Central City 3W,2020-07-23 17:00:00 CDT,85°F,74°F,69%,91°F,315W/m^2,13MPH,SSE,1012mb,92°F,,0.00"
Champion 5SE,2020-07-23 16:00:00 MDT,91°F,62°F,37%,82°F,384W/m^2,12MPH,SE,1006mb,92°F,,0.00"
Concord 2E,2020-07-23 17:00:00 CDT,88°F,75°F,66%,85°F,576W/m^2,9MPH,SSE,1012mb,97°F,,0.00"
Cozad 8N,2020-07-23 17:00:00 CDT,84°F,74°F,73%,83°F,309W/m^2,5MPH,SE,1009mb,91°F,,0.00"
Curtis 1N,2020-07-23 17:00:00 CDT,92°F,66°F,43%,84°F,651W/m^2,11MPH,S,1008mb,94°F,,0.00"
Decatur 7S,2020-07-23 17:00:00 CDT,88°F,72°F,60%,84°F,610W/m^2,15MPH,S,1012mb,95°F,,0.00"
Dickens 1NE,2020-07-23 17:00:00 CDT,91°F,65°F,42%,89°F,708W/m^2,17MPH,SSE,1007mb,93°F,,0.00"
Dunning 6NW,2020-07-23 17:00:00 CDT,88°F,69°F,53%,84°F,657W/m^2,22MPH,S,1008mb,93°F,,0.00"
Eagle 3NW Beta,2020-07-23 17:00:00 CDT,87°F,74°F,66%,86°F,524W/m^2,6MPH,SSE,1013mb,96°F,,0.00"
Elgin 6W,2020-07-23 17:00:00 CDT,85°F,75°F,74%,87°F,336W/m^2,11MPH,SSE,1011mb,93°F,,0.00"
Emmet 2E,2020-07-23 17:00:00 CDT,90°F,73°F,59%,95°F,436W/m^2,16MPH,S,1007mb,98°F,,0.00"
Firth 3N,2020-07-23 17:00:00 CDT,87°F,74°F,65%,84°F,313W/m^2,8MPH,SSE,1014mb,95°F,,0.00"
Fordyce 4N,2020-07-23 17:00:00 CDT,88°F,73°F,62%,89°F,401W/m^2,16MPH,SSE,1011mb,96°F,,0.00"
Gordon 4SE,2020-07-23 16:00:00 MDT,94°F,54°F,27%,86°F,537W/m^2,14MPH,SSW,1002mb,92°F,,0.00"
Gothenburg 2NW,2020-07-23 17:00:00 CDT,87°F,69°F,56%,88°F,501W/m^2,13MPH,S,1009mb,91°F,,0.00"
Grant 1E,2020-07-23 16:00:00 MDT,94°F,61°F,34%,84°F,849W/m^2,13MPH,SSE,1005mb,94°F,,0.00"
Guide Rock 3E,2020-07-23 17:00:00 CDT,87°F,73°F,64%,82°F,424W/m^2,11MPH,SSE,1012mb,94°F,,0.00"
Harrison 4NW,2020-07-23 16:00:00 MDT,92°F,44°F,19%,88°F,749W/m^2,16MPH,SW,1001mb,88°F,,0.00"
Harvard 4SW,2020-07-23 17:00:00 CDT,85°F,74°F,69%,87°F,316W/m^2,11MPH,SSE,1012mb,92°F,,0.00"
Hayes Center 3N,2020-07-23 17:00:00 CDT,92°F,63°F,38%,87°F,678W/m^2,19MPH,SSE,1006mb,93°F,,0.00"
Holdrege 5N,2020-07-23 17:00:00 CDT,84°F,73°F,70%,84°F,363W/m^2,12MPH,SSE,1011mb,91°F,,0.00"
Indianola 8SW,2020-07-23 17:00:00 CDT,91°F,64°F,42%,89°F,654W/m^2,19MPH,SSE,1008mb,92°F,,0.00"
